transaction_id,posting_date_raw,invoice_date_raw,fiscal_period,entity_code,account_code_raw,cost_center_raw,vendor_name_raw,invoice_number,po_number,currency_code,amount_raw,tax_code,narrative,source_system,posting_date,invoice_date,amount,amount_is_negative,narrative_lower,processing_timestamp,source_file
TXN003294,02/21/2026,02/12/2026,2026-02,AUS01,5500,CC3200,LinkedIn Corp,INV56953,,AUD,40090.02,EXPORT,Payment for goods,API Import,2026-02-21,2026-12-02,40090.02,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003295,21/01/2026,11/01/2026,2026-01,AUS01,5620,CC1200,McKinsey,INV90210,PO8833,GBP,43581.58,EXPORT,Payment for subscription,Manual Entry,2026-01-21,2026-01-11,43581.58,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003296,27/02/2026,25/02/2026,2026-02,AUS01,5810,CC3200,Seek Limited,INV63258,PO8203,AUD,23392.94,GST-FREE,Payment for license,Manual Entry,2026-02-27,2026-02-25,23392.94,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003297,03-11-2025,30-10-2025,2025-11,AUS01,5900,CC2000,DHL Express,INV41691,,USD,35621.31,GST,Payment for goods,Oracle,2025-11-03,2025-10-30,35621.31,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003298,24-09-2025,21-09-2025,2025-09,AUS01,5300,CC4100,AusPost,INV62743,PO5535,NZD,1322.44,INPUT,Payment for license,Manual Entry,2025-09-24,2025-09-21,1322.44,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003299,2025-04-15,2025-04-09,2025-04,AUS01,5210,CC3100,EY Australia,INV43647,PO6512,NZD,43373.85,GST-FREE,Payment for subscription,SAP,2025-04-15,2025-04-09,43373.85,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003300,2026-01-05,2025-12-28,2026-01,AUS01,5400,CC1200,MSFT,INV79604,PO5172,AUD,38168.19,GST-FREE,Payment for license,Oracle,2026-01-05,2025-12-28,38168.19,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003301,2025-12-18,2025-12-17,2025-12,AUS01,5900,CC4100,Adobe,INV52119,,AUD,16055.23,EXPORT,Payment for subscription,Manual Entry,2025-12-18,2025-12-17,16055.23,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003302,17-02-2026,07-02-2026,2026-02,AUS01,5410,CC4100,Microsoft,INV38636,,AUD,41739.67,GST-FREE,Payment for subscription,Oracle,2026-02-17,2026-02-07,41739.67,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003303,01/26/2026,01/25/2026,2026-01,AUS01,5220,CC1100,McKinsey,INV29056,PO9474,GBP,14784.73,INPUT,Payment for consulting,SAP,2026-01-26,2026-01-25,14784.73,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003304,21/02/2025,13/02/2025,2025-02,AUS01,5420,CC4100,SAP,INV67132,PO6090,USD,10256.39,INPUT,Payment for goods,SAP,2025-02-21,2025-02-13,10256.39,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003305,01/03/2026,12/29/2025,2026-01,AUS01,5900,CC3000,Optus Pty,INV64285,PO3871,GBP,43345.7,GST,Payment for license,Workday,2026-03-01,2025-12-29,43345.7,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003306,02-01-2026,28-12-2025,2026-01,AUS01,5020,CC1000,Workday,INV93403,PO8976,AUD,24105.1,GST,Payment for goods,Oracle,2026-01-02,2025-12-28,24105.1,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003307,21-01-2026,15-01-2026,2026-01,AUS01,5910,CC1200,Workday,INV58425,PO6931,NZD,28590.74,EXPORT,Payment for subscription,Manual Entry,2026-01-21,2026-01-15,28590.74,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003308,2026-01-24,2026-01-21,2026-01,AUS01,5910,CC1000,ServiceNow Inc,INV69632,PO8136,NZD,33210.49,EXPORT,Payment for subscription,Workday,2026-01-24,2026-01-21,33210.49,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003309,2025-02-22,2025-02-20,2025-02,AUS01,5920,CC4100,Robert Half International,INV49331,PO6471,USD,31770.7,GST,Payment for goods,Workday,2025-02-22,2025-02-20,31770.7,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003310,10/27/2025,10/24/2025,2025-10,AUS01,5310,CC3100,Slack,INV75078,PO9375,GBP,36294.05,GST,Payment for services,Oracle,2025-10-27,2025-10-24,36294.05,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003311,01/26/2026,01/18/2026,2026-01,AUS01,5900,CC3000,Salesforce,INV15684,PO5476,USD,33279.85,INPUT,Payment for license,SAP,2026-01-26,2026-01-18,33279.85,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003312,07/17/2025,07/16/2025,2025-07,AUS01,5320,CC4000,Slack,INV98030,PO5414,NZD,2425.4,INPUT,Payment for consulting,Workday,2025-07-17,2025-07-16,2425.4,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003313,03/08/2025,02/08/2025,2025-08,AUS01,5400,CC4100,Amazon,INV87577,PO8202,GBP,4978.37,INPUT,Payment for goods,Workday,2025-08-03,2025-08-02,4978.37,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003314,2025-12-08,2025-12-04,2025-12,AUS01,5100,CC3000,PWC,INV45581,PO3092,GBP,13990.97,INPUT,Payment for license,SAP,2025-12-08,2025-12-04,13990.97,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003315,01/23/2026,01/18/2026,2026-01,AUS01,5700,CC1000,MSFT,INV24085,PO1783,USD,35105.25,GST-FREE,Payment for consulting,API Import,2026-01-23,2026-01-18,35105.25,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003316,16/01/2026,15/01/2026,2026-01,AUS01,5920,CC3000,SAP,INV45594,PO4427,AUD,38226.04,GST-FREE,Payment for goods,API Import,2026-01-16,2026-01-15,38226.04,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003317,06-01-2026,03-01-2026,2026-01,AUS01,5000,CC3000,Regus Australia,INV29355,PO5940,NZD,31837.99,EXPORT,Payment for license,Manual Entry,2026-01-06,2026-01-03,31837.99,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003318,12-09-2025,06-09-2025,2025-09,AUS01,5800,CC3200,ServiceNow Inc,INV37200,,USD,26784.0,INPUT,Payment for license,Workday,2025-09-12,2025-09-06,26784.0,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003319,01/03/2026,12/26/2025,2026-01,AUS01,5520,CC3200,Oracle,INV73215,,AUD,30580.5,INPUT,Payment for license,Oracle,2026-03-01,2025-12-26,30580.5,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003320,20-01-2026,11-01-2026,2026-01,AUS01,5200,CC1000,Salesforce,INV62980,PO1290,GBP,36631.68,INPUT,Payment for consulting,Workday,2026-01-20,2026-01-11,36631.68,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003321,11-01-2025,08-01-2025,2025-01,AUS01,5700,CC3000,Federal Express,INV30518,PO9753,GBP,259.14,GST-FREE,Payment for license,Manual Entry,2025-01-11,2025-01-08,259.14,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003322,12-02-2026,06-02-2026,2026-02,AUS01,5010,CC4100,Microsoft,INV96902,PO1747,USD,1651.58,INPUT,Payment for subscription,Manual Entry,2026-02-12,2026-02-06,1651.58,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003323,2026-01-26,2026-01-18,2026-01,AUS01,5300,CC2000,Amazon,INV72915,PO4115,GBP,37182.13,INPUT,Payment for license,Oracle,2026-01-26,2026-01-18,37182.13,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003324,02/10/2025,27/09/2025,2025-10,AUS01,5620,CC2100,PWC,INV93289,,AUD,30724.81,GST-FREE,Payment for consulting,SAP,2025-10-02,2025-09-27,30724.81,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003325,2026-01-18,2026-01-16,2026-01,AUS01,5020,CC1200,MSFT,INV33567,PO2179,USD,34103.43,EXPORT,Payment for consulting,API Import,2026-01-18,2026-01-16,34103.43,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003326,01/26/2026,01/23/2026,2026-01,AUS01,5410,CC1100,DHL Express,INV73362,,GBP,29836.7,INPUT,Payment for services,Manual Entry,2026-01-26,2026-01-23,29836.7,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003327,23/01/2026,17/01/2026,2026-01,AUS01,5120,CC3200,BCG,INV81264,,GBP,16563.44,GST,Payment for goods,SAP,2026-01-23,2026-01-17,16563.44,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003328,2026-01-21,2026-01-19,2026-01,AUS01,5800,CC3100,Google,INV30753,PO1765,USD,8113.46,INPUT,Payment for services,Manual Entry,2026-01-21,2026-01-19,8113.46,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003329,2026-02-10,2026-02-03,2026-02,AUS01,5400,CC2100,Workday,INV48897,,AUD,24787.81,GST,Payment for goods,SAP,2026-02-10,2026-02-03,24787.81,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003330,13-02-2026,10-02-2026,2026-02,AUS01,5200,CC1200,EY Australia,INV46801,PO1624,GBP,37671.25,INPUT,Payment for consulting,SAP,2026-02-13,2026-02-10,37671.25,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003331,26-02-2026,25-02-2026,2026-02,AUS01,5410,CC3200,Accenture Pty,INV19489,,GBP,40864.13,GST-FREE,Payment for license,SAP,2026-02-26,2026-02-25,40864.13,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003332,2026-01-02,2025-12-25,2026-01,AUS01,5120,CC4100,Amazon,INV23727,PO8472,NZD,21244.48,GST,Payment for services,Workday,2026-01-02,2025-12-25,21244.48,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003333,25-06-2025,20-06-2025,2025-06,AUS01,5420,CC3100,BCG,INV68964,PO4690,NZD,20508.97,INPUT,Payment for goods,Manual Entry,2025-06-25,2025-06-20,20508.97,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003334,21-01-2026,15-01-2026,2026-01,AUS01,5620,CC4100,PWC,INV12717,PO4562,GBP,41931.81,GST,Payment for consulting,API Import,2026-01-21,2026-01-15,41931.81,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003335,10-02-2026,04-02-2026,2026-02,AUS01,5120,CC2000,Microsoft,INV35375,,AUD,13076.66,GST-FREE,Payment for goods,SAP,2026-02-10,2026-02-04,13076.66,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003336,09/01/2026,08/01/2026,2026-01,AUS01,5900,CC3200,Microsoft,INV71421,PO5290,AUD,1153.14,EXPORT,Payment for consulting,Workday,2026-01-09,2026-01-08,1153.14,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003337,07-09-2025,02-09-2025,2025-09,AUS01,5900,CC1100,Telstra Corp,INV20573,,USD,23852.26,INPUT,Payment for goods,Oracle,2025-09-07,2025-09-02,23852.26,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003338,02/01/2026,27/12/2025,2026-01,AUS01,5510,CC1200,Google,INV60893,PO5066,GBP,36087.69,GST-FREE,Payment for services,API Import,2026-01-02,2025-12-27,36087.69,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003339,2026-01-25,2026-01-20,2026-01,AUS01,5520,CC1000,Robert Half International,INV24065,,GBP,39636.37,GST,Payment for subscription,API Import,2026-01-25,2026-01-20,39636.37,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003340,01/01/2026,12/27/2025,2026-01,AUS01,5710,CC2000,MSFT,INV73400,,GBP,44172.62,EXPORT,Payment for services,Oracle,2026-01-01,2025-12-27,44172.62,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003341,2025-04-15,2025-04-08,2025-04,AUS01,5510,CC1100,AWS,INV64469,PO4817,AUD,43408.48,EXPORT,Payment for subscription,Oracle,2025-04-15,2025-04-08,43408.48,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003342,02/03/2025,01/31/2025,2025-02,AUS01,5410,CC3200,SAP,INV69244,PO7470,GBP,5243.11,GST,Payment for license,Manual Entry,2025-03-02,2025-01-31,5243.11,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003343,17-02-2025,12-02-2025,2025-02,AUS01,5410,CC2100,GCP,INV55864,PO6093,NZD,21322.4,GST-FREE,Payment for consulting,API Import,2025-02-17,2025-02-12,21322.4,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003344,02/19/2026,02/15/2026,2026-02,AUS01,5620,CC3200,KPMG Australia,INV70210,PO7223,USD,15491.37,INPUT,Payment for license,API Import,2026-02-19,2026-02-15,15491.37,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003345,27-05-2025,19-05-2025,2025-05,AUS01,5900,CC2000,Regus Australia,INV14457,,AUD,17522.51,EXPORT,Payment for goods,Oracle,2025-05-27,2025-05-19,17522.51,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003346,22-02-2026,21-02-2026,2026-02,AUS01,5100,CC2100,Amazon,INV98982,PO2256,NZD,32090.49,GST,Payment for subscription,SAP,2026-02-22,2026-02-21,32090.49,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003347,20-07-2025,16-07-2025,2025-07,AUS01,5110,CC2000,MSFT,INV29784,PO7857,NZD,21996.12,EXPORT,Payment for services,SAP,2025-07-20,2025-07-16,21996.12,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003348,02/12/2026,02/08/2026,2026-02,AUS01,5210,CC4000,KPMG Australia,INV66938,,AUD,17770.23,GST,Payment for license,SAP,2026-12-02,2026-08-02,17770.23,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003349,11-01-2026,04-01-2026,2026-01,AUS01,5010,CC2000,Amazon,INV93742,PO5309,AUD,15876.03,GST,Payment for goods,Workday,2026-01-11,2026-01-04,15876.03,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003350,27/09/2025,20/09/2025,2025-09,AUS01,5210,CC3000,Telstra Corp,INV68055,PO5076,AUD,31188.02,EXPORT,Payment for subscription,Manual Entry,2025-09-27,2025-09-20,31188.02,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003351,01/05/2026,12/31/2025,2026-01,AUS01,5100,CC3100,LinkedIn Corp,INV48041,,GBP,6576.63,EXPORT,Payment for license,Manual Entry,2026-05-01,2025-12-31,6576.63,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003352,10-01-2026,05-01-2026,2026-01,AUS01,5110,CC4100,SAP,INV49562,PO1396,USD,17648.69,GST-FREE,Payment for license,Oracle,2026-01-10,2026-01-05,17648.69,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003353,02/19/2026,02/17/2026,2026-02,AUS01,5410,CC1200,Microsoft,INV59496,,NZD,15745.38,GST-FREE,Payment for consulting,Oracle,2026-02-19,2026-02-17,15745.38,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003354,2025-05-08,2025-05-05,2025-05,AUS01,5310,CC4000,GCP,INV61557,PO4652,USD,30201.14,EXPORT,Payment for subscription,SAP,2025-05-08,2025-05-05,30201.14,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003355,2026-02-09,2026-01-30,2026-02,AUS01,5420,CC2100,Deloitte Touche,INV26915,PO7571,GBP,19197.12,GST-FREE,Payment for license,Workday,2026-02-09,2026-01-30,19197.12,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003356,2025-06-25,2025-06-18,2025-06,AUS01,5600,CC1200,Salesforce,INV23672,,GBP,16744.73,EXPORT,Payment for goods,API Import,2025-06-25,2025-06-18,16744.73,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003357,01/10/2026,01/05/2026,2026-01,AUS01,5620,CC3200,Amazon,INV56458,PO8202,NZD,419.02,GST,Payment for subscription,Workday,2026-10-01,2026-05-01,419.02,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003358,2026-01-23,2026-01-15,2026-01,AUS01,5410,CC3100,EY Australia,INV39601,PO5091,GBP,23342.8,GST,Payment for services,Oracle,2026-01-23,2026-01-15,23342.8,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003359,15-02-2026,14-02-2026,2026-02,AUS01,5500,CC4000,Accenture Pty,INV80865,,USD,15821.62,INPUT,Payment for goods,Workday,2026-02-15,2026-02-14,15821.62,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003360,12/02/2026,07/02/2026,2026-02,AUS01,5910,CC4000,Atlassian Pty,INV57787,PO6066,GBP,39282.05,GST-FREE,Payment for services,Manual Entry,2026-02-12,2026-02-07,39282.05,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003361,01/14/2026,01/09/2026,2026-01,AUS01,5410,CC1100,Deloitte Touche,INV14273,PO5798,AUD,4733.75,GST,Payment for consulting,Oracle,2026-01-14,2026-09-01,4733.75,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003362,2026-01-19,2026-01-16,2026-01,AUS01,5910,CC4100,Robert Half International,INV78128,,USD,42335.39,INPUT,Payment for license,SAP,2026-01-19,2026-01-16,42335.39,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003363,2026-02-22,2026-02-19,2026-02,AUS01,5420,CC3200,Salesforce,INV23777,PO7310,USD,39910.26,EXPORT,Payment for license,Workday,2026-02-22,2026-02-19,39910.26,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003364,2026-02-07,2026-01-28,2026-02,AUS01,5100,CC3200,KPMG Australia,INV11836,PO1032,NZD,21986.66,INPUT,Payment for goods,SAP,2026-02-07,2026-01-28,21986.66,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003365,26/01/2026,23/01/2026,2026-01,AUS01,5600,CC1000,DHL Express,INV52702,PO5840,NZD,37282.47,EXPORT,Payment for services,Oracle,2026-01-26,2026-01-23,37282.47,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003366,23/01/2026,15/01/2026,2026-01,AUS01,5410,CC2100,McKinsey,INV82757,PO3121,USD,36982.08,INPUT,Payment for license,SAP,2026-01-23,2026-01-15,36982.08,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003367,06/01/2026,28/12/2025,2026-01,AUS01,5400,CC3000,AusPost,INV11753,PO6981,USD,44582.06,GST,Payment for license,API Import,2026-01-06,2025-12-28,44582.06,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003368,2025-03-01,2025-02-20,2025-03,AUS01,5810,CC4000,Robert Half International,INV10006,,AUD,411.02,GST-FREE,Payment for goods,Manual Entry,2025-03-01,2025-02-20,411.02,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003369,18/02/2026,09/02/2026,2026-02,AUS01,5400,CC4000,Seek Limited,INV16699,PO4123,USD,35390.35,GST-FREE,Payment for services,Manual Entry,2026-02-18,2026-02-09,35390.35,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003370,2026-01-03,2025-12-25,2026-01,AUS01,5020,CC3100,Adobe,INV59605,PO7415,USD,9307.58,EXPORT,Payment for goods,SAP,2026-01-03,2025-12-25,9307.58,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003371,04/12/2025,04/10/2025,2025-04,AUS01,5320,CC1100,MSFT,INV69551,PO3730,GBP,217.12,GST-FREE,Payment for license,Workday,2025-12-04,2025-10-04,217.12,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003372,28/02/2026,19/02/2026,2026-02,AUS01,5410,CC2000,BCG,INV61176,,USD,13855.18,GST-FREE,Payment for license,API Import,2026-02-28,2026-02-19,13855.18,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003373,08/16/2025,08/06/2025,2025-08,AUS01,5310,CC3000,Google,INV41425,PO9592,AUD,27460.94,GST-FREE,Payment for license,Workday,2025-08-16,2025-06-08,27460.94,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003374,15/06/2025,06/06/2025,2025-06,AUS01,5620,CC2000,Deloitte Touche,INV66973,,GBP,29500.28,GST,Payment for license,SAP,2025-06-15,2025-06-06,29500.28,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003375,01/12/2026,01/03/2026,2026-01,AUS01,5500,CC3000,Workday,INV86941,PO5454,AUD,31449.2,GST-FREE,Payment for license,API Import,2026-12-01,2026-03-01,31449.2,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003376,2026-01-22,2026-01-12,2026-01,AUS01,5300,CC1100,Telstra Corp,INV95469,,GBP,25526.96,GST-FREE,Payment for consulting,API Import,2026-01-22,2026-01-12,25526.96,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003377,2025-11-25,2025-11-20,2025-11,AUS01,5310,CC2100,Google,INV72024,PO9410,AUD,25352.85,GST,Payment for subscription,Workday,2025-11-25,2025-11-20,25352.85,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003378,12/26/2025,12/17/2025,2025-12,AUS01,5800,CC3200,PWC,INV85539,PO7895,NZD,2027.41,GST,Payment for goods,API Import,2025-12-26,2025-12-17,2027.41,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003379,25-01-2025,19-01-2025,2025-01,AUS01,5800,CC4000,Amazon,INV17314,PO1368,GBP,29589.7,GST,Payment for subscription,Manual Entry,2025-01-25,2025-01-19,29589.7,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003380,2026-02-26,2026-02-24,2026-02,AUS01,5600,CC3200,KPMG Australia,INV68505,PO3406,USD,43402.55,INPUT,Payment for license,Oracle,2026-02-26,2026-02-24,43402.55,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003381,02/11/2026,02/05/2026,2026-02,AUS01,5920,CC3100,Robert Half International,INV65620,PO1217,AUD,31628.9,INPUT,Payment for services,SAP,2026-11-02,2026-05-02,31628.9,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003382,2025-09-11,2025-09-08,2025-09,AUS01,5810,CC2000,Federal Express,INV48456,PO5676,USD,12366.61,GST-FREE,Payment for consulting,SAP,2025-09-11,2025-09-08,12366.61,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003383,01/12/2025,25/11/2025,2025-12,AUS01,5100,CC4100,Microsoft,INV28216,PO5412,GBP,40342.73,EXPORT,Payment for consulting,SAP,2025-12-01,2025-11-25,40342.73,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003384,07/20/2025,07/12/2025,2025-07,AUS01,5710,CC3200,Adobe,INV47859,PO4978,NZD,24016.35,EXPORT,Payment for services,API Import,2025-07-20,2025-12-07,24016.35,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003385,01/07/2026,12/30/2025,2026-01,AUS01,5110,CC4000,Amazon,INV14843,PO7841,AUD,38653.59,GST,Payment for goods,Workday,2026-07-01,2025-12-30,38653.59,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003386,21-02-2026,16-02-2026,2026-02,AUS01,5620,CC1100,Robert Half International,INV15971,PO3570,AUD,36916.74,GST-FREE,Payment for goods,SAP,2026-02-21,2026-02-16,36916.74,False,payment for goods,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003387,11-02-2026,05-02-2026,2026-02,AUS01,5420,CC2000,Workday,INV75699,PO7195,GBP,44670.25,GST-FREE,Payment for subscription,Manual Entry,2026-02-11,2026-02-05,44670.25,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003388,10/12/2025,10/06/2025,2025-10,AUS01,5110,CC3000,Robert Half International,INV80858,PO7982,GBP,25129.45,EXPORT,Payment for consulting,Workday,2025-12-10,2025-06-10,25129.45,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003389,17-02-2026,08-02-2026,2026-02,AUS01,5120,CC3100,EY Australia,INV16720,,GBP,5109.35,GST,Payment for subscription,Workday,2026-02-17,2026-02-08,5109.35,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003390,09-02-2026,04-02-2026,2026-02,AUS01,5310,CC2000,Accenture Pty,INV27856,PO9334,NZD,20068.1,INPUT,Payment for subscription,Workday,2026-02-09,2026-02-04,20068.1,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003391,2025-07-15,2025-07-10,2025-07,AUS01,5910,CC1100,EY Australia,INV37788,PO8903,NZD,1681.66,EXPORT,Payment for services,Manual Entry,2025-07-15,2025-07-10,1681.66,False,payment for services,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003392,09/20/2025,09/18/2025,2025-09,AUS01,5920,CC1100,GCP,INV80099,PO6963,GBP,29210.12,GST-FREE,Payment for license,Workday,2025-09-20,2025-09-18,29210.12,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003393,02/11/2026,02/08/2026,2026-02,AUS01,5120,CC4100,GCP,INV47855,,USD,11152.18,GST-FREE,Payment for license,Manual Entry,2026-11-02,2026-08-02,11152.18,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003394,28-01-2026,26-01-2026,2026-01,AUS01,5020,CC4000,AWS,INV67866,PO8549,AUD,32150.89,EXPORT,Payment for subscription,Oracle,2026-01-28,2026-01-26,32150.89,False,payment for subscription,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003395,2025-03-13,2025-03-08,2025-03,AUS01,5520,CC4100,AWS,INV23023,PO4659,NZD,27202.3,EXPORT,Payment for consulting,API Import,2025-03-13,2025-03-08,27202.3,False,payment for consulting,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
TXN003396,04/25/2025,04/17/2025,2025-04,AUS01,5220,CC4100,Workday,INV77735,PO4477,NZD,34922.18,EXPORT,Payment for license,Manual Entry,2025-04-25,2025-04-17,34922.18,False,payment for license,2026-02-23 16:50:30.516232,Raw_GL_Export.csv
